Co_Ref,Time_to_Renewal,crm_accreditation_completed,crm_timely_completion,crm_progress_towards_accreditation,crm_delays_in_accreditation,crm_contractor_suggested_leave,crm_contractor_engagement,crm_contractor_sentiment,crm_contractor_sentiment_score,crm_dts_or_ssip_mentioned,crm_customer_payment_intention,crm_competitors_mentioned,crm_membership_level,crm_platform_issues_raised,crm_agent_chased_contractor,crm_agent_chase_count,crm_accreditation_issues,crm_membership_overdue,crm_auto_renewal_status,crm_dissatisified_with_renewal_price,crm_customer_complained,crm_refund_mentioned,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_financial_hardship_mentioned,year
jo3779,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
td0163,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
tu5558,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
xn8266,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
zm2535,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
cw1834,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
tq0959,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
wz9925,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
gi3231,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
gq2056,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ns2274,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
oz3118,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
to9096,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
wg1138,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
cs5862,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
gh9283,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
je2366,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
re0434,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
tm2241,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
un3452,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
yt2428,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
hw3574,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
sx5017,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
xp9339,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
hg5252,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
jo4887,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
la7251,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
ot5037,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
ow6760,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
pw8380,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
ck1966,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
dv3874,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
hp4636,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
pg6908,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
zj3750,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
dz4319,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
iv2758,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
py9902,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
at9898,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
ch5652,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
ch8450,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
fe7297,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
ni0662,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
qq4218,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
bb1059,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
ef2106,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
lz9431,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
nm6708,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
zo2617,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
fo8071,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
te7264,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
be0670,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
ry3084,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
nt1600,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
gl7057,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
py9741,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
qs9921,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
sz1756,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
zi5765,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
sg3825,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
bi8899,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
cs4110,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
lv5568,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
bp8402,45_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
ij3679,14_out,,,,,,,,,,,not discussed,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
ra8540,prior_year,,,,,,,,,,,not discussed,in progress,yes,yes,3,yes,not discussed,0,no,no,no,no,no,no,2026
or3279,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
wk2714,prior_year,,,,,,,,,,,not discussed,in progress,yes,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ln2728,45_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
nd0657,prior_year,,,,,,,,,,,not discussed,in progress,not discussed,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
yf5051,45_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,3,yes,not discussed,0,not discussed,no,no,no,no,no,2026
mm4177,14_out,,,,,,,,,,,not discussed,in progress,not discussed,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ro9807,45_out,,,,,,,,,,,not discussed,in progress,yes,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ub7633,prior_year,,,,,,,,,,,not discussed,in progress,yes,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ti0261,prior_year,,,,,,,,,,,not discussed,in progress,yes,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ks7941,prior_year,,,,,,,,,,,not discussed,in progress,yes,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
sg3537,pre_renewal,,,,,,,,,,,not discussed,in progress,not discussed,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
oz2527,pre_renewal,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,yes,no,no,no,no,no,2026
yf5051,14_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,yes,no,no,no,no,no,2026
cz3592,14_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
jo3779,14_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
kl2311,pre_renewal,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
mv7283,45_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
rz4402,45_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ve4869,14_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ii6880,pre_renewal,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
tv5537,14_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
vp0930,14_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
cu7386,45_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
em4853,14_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ss5170,14_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
we5109,45_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
xw5120,14_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
yt7023,pre_renewal,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
gu0883,14_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
hc4155,45_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
he6869,14_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
jc0574,14_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
jc0574,pre_renewal,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
jc3099,45_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ry0360,45_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
hv1821,pre_renewal,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
rc4982,45_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
sg2044,14_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ad1657,pre_renewal,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
af0289,pre_renewal,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
hh2402,45_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
lx5336,45_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
rl4242,pre_renewal,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ik7255,45_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
kw1813,45_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ll6232,45_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
oz1279,14_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
sg2960,14_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
wn8043,14_out,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
cp3078,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
hh1975,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
vt1529,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
jd7917,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
lq8661,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
pl1119,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
rn2100,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ak4736,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
cn8343,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ed7380,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
pm3432,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
xw7777,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
zs3325,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ai7095,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
jh3119,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
lv7231,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
nm9760,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ky5440,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
qn1101,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
wb0920,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
xz4260,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
fx2200,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
lw9159,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
pg5355,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
yb6352,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ns7659,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ok5714,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
ub1019,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
xd8389,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
jx5800,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
po7302,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
yu1986,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2026
bh2661,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
og7939,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
ol7593,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
xc7053,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
bb4786,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
ef9769,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
ex9712,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
iq5686,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
lp0145,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
ma5881,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
zj6828,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
ei4712,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
ey8166,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
ft4755,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
fx6910,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
hp0059,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
my9270,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
vh3611,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
bu3622,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
cp1046,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
dk3522,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
gs0525,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
li3662,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
lx7497,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
ts8865,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
zz3342,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
cv8616,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
hq5018,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
nm6745,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
pn9560,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
vo8108,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
wb8158,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
wl7347,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
xv7948,prior_year,,,,,,,,,,,not discussed,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2026
