Co_Ref,Time_to_Renewal,crm_accreditation_completed,crm_timely_completion,crm_progress_towards_accreditation,crm_delays_in_accreditation,crm_contractor_suggested_leave,crm_contractor_engagement,crm_contractor_sentiment,crm_contractor_sentiment_score,crm_dts_or_ssip_mentioned,crm_customer_payment_intention,crm_competitors_mentioned,crm_membership_level,crm_platform_issues_raised,crm_agent_chased_contractor,crm_agent_chase_count,crm_accreditation_issues,crm_membership_overdue,crm_auto_renewal_status,crm_dissatisified_with_renewal_price,crm_customer_complained,crm_refund_mentioned,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_financial_hardship_mentioned,year
HC8265,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
SI1052,pre_renewal,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
GP1493,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,No,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
MZ1253,14_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
AU2427,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
FF0323,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
OA7694,14_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
CO3611,14_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
VQ3207,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
BC7641,pre_renewal,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
ZZ9702,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
FC3513,14_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
OX2890,prior_year,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
XL6387,14_out,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
IW7058,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
JF6748,pre_renewal,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
JL8221,pre_renewal,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
VM6083,14_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
WL1425,prior_year,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
RX0239,pre_renewal,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
WQ8049,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
CF5931,14_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
ED2977,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
HR0045,14_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
IC8689,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
DA1398,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
QV3038,pre_renewal,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
SZ8851,45_out,No,No,Yes,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
YD9955,45_out,No,No,Yes,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
WY8636,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
EN9920,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
EA0712,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
GO2541,45_out,No,No,Yes,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
SM8184,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
GC5260,45_out,No,No,Not Discussed,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
HW2892,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
NQ3635,45_out,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
DN8507,prior_year,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
GH2081,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
KQ5175,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,No,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
PI2149,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
RX0239,14_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
WD7253,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
AU0361,prior_year,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
VA6869,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
JA7325,prior_year,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,More than 7,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
MC3845,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,5,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
XW3715,14_out,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,No,0,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
VA9301,prior_year,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,5,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
BA0036,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,5,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
LE6245,45_out,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,No,0,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
JV6928,14_out,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,No,0,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
WT3196,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,More than 7,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2026
HW6369,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,6,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
RD0865,14_out,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,No,0,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
BJ6070,pre_renewal,No,Not Discussed,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,No,0,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
TY3962,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,5,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
XK0608,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,6,Not Discussed,Yes,0,Not Discussed,No,No,No,No,Not Discussed,2025
MH5455,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,No,Yes,0,No,No,No,No,No,Not Discussed,2025
TJ4033,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,No,Yes,0,No,No,No,No,No,Not Discussed,2025
LB0387,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
OQ1841,prior_year,No,No,No,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
FH3037,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
RN9022,pre_renewal,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,No,0,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
AH5736,prior_year,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2026
EJ9074,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,5,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
AG5519,prior_year,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
CP1067,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,No,Yes,0,No,No,No,No,No,Not Discussed,2025
IU8809,14_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
CG9756,prior_year,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
EI2893,14_out,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,No,0,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2026
FS5285,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,No,Yes,0,No,No,No,No,No,Not Discussed,2025
IO2633,prior_year,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,No,No,No,No,No,Not Discussed,2025
QB8983,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,No,Yes,0,No,No,No,No,No,Not Discussed,2025
BZ0371,pre_renewal,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
HM9537,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2026
WP5907,pre_renewal,No,Not Discussed,No,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2026
ZC8314,45_out,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
AZ3770,pre_renewal,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,No,No,No,No,No,No,2025
ID6487,pre_renewal,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
EQ0603,prior_year,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
AN4358,pre_renewal,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
JE3414,14_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2026
AB8848,14_out,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
BH0819,pre_renewal,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2026
YU4380,14_out,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
ZY2681,pre_renewal,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,No,No,No,No,No,No,2025
ZX8118,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,No,Yes,0,No,No,No,No,No,No,2025
GT2727,14_out,No,Not Discussed,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
LT6786,45_out,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
HX8852,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
RS3244,14_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
UE2704,14_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
CJ6009,14_out,No,Not Discussed,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
ST8211,prior_year,No,Not Discussed,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
EV9735,14_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,No,No,No,No,No,No,2025
MW7395,14_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,No,No,No,No,No,No,2025
AG5519,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
CP1182,pre_renewal,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
ZC2430,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,No,Yes,0,Not Discussed,No,No,No,No,No,2025
CP1023,prior_year,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
CV4675,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
OJ6757,prior_year,No,No,Not Discussed,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,No,No,No,No,No,No,2026
SX7161,45_out,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
LE0265,45_out,No,No,No,Yes,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,5,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2026
PR4026,14_out,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,Not Discussed,No,0,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
MM9793,45_out,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,5,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
JL2341,pre_renewal,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,No,0,Not Discussed,Yes,0,No,No,No,No,No,No,2025
RY2509,45_out,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,No,0,Not Discussed,Yes,0,No,No,No,No,No,No,2025
WT3196,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2026
GO0423,14_out,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,No,0,Not Discussed,Yes,0,No,No,No,No,No,No,2025
KM1390,prior_year,No,No,Yes,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
MU9854,45_out,No,No,No,Yes,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,In progress,No,Yes,6,Not Discussed,Yes,0,No,No,No,No,No,No,2026
HF5504,pre_renewal,No,Not Discussed,No,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
OL8802,45_out,No,No,No,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,Not Discussed,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
ZD5446,prior_year,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
DN4865,pre_renewal,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
FL7271,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
YP5296,14_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,Not Discussed,Yes,More than 7,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
CU6480,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
MR8125,14_out,No,No,Not Discussed,Yes,Not Discussed,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,Not Discussed,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
AD6195,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,Not Discussed,Yes,2,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
DT6492,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,4,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
QW8629,14_out,No,Not Discussed,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,No,No,No,2025
SK8423,prior_year,No,No,Not Discussed,Yes,Not Discussed,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,1,Not Discussed,Yes,0,No,No,No,No,No,No,2026
ZQ3652,45_out,No,No,Not Discussed,Yes,No,No,Not Discussed,Not Discussed,Yes,Not Discussed,No,In progress,No,Yes,3,Not Discussed,Yes,0,No,No,No,No,No,No,2025
